formula,T(K),S(muV/K),¦Ò(S/cm),TC(W/mK),PF,ZT,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
Sr0.21Yb0.03Co4Sb12.12,800,-175.0,186818.0,3.64,0.005721,1.17884,Sr0.21 Yb0.03 Co4 Sb12.12,27.0,70.0,43.0,45.00000000000001,8.981662591687039,51.0,8.0,85.0,77.0,77.3257946210269,11.370583030947921,85.0,58.933195,173.054,114.120805,106.05475550122249,23.5155917677441,121.76,903.78,1768.0,864.22,1117.3027872860637,318.18934607038466,903.78,2.0,15.0,13.0,13.344132029339852,2.453437628899876,15.0,4.0,6.0,2.0,4.757334963325183,0.3703349453912877,5.0,126.0,195.0,69.0,136.6283618581907,5.197242962440456,139.0,0.95,2.05,1.0999999999999999,1.992866748166259,0.08465220198348886,2.05,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,2.2224938875305624,1.1520017216539835,3.0,0.0,10.0,10.0,9.119804400977994,1.3041528924384722,10.0,0.0,14.0,14.0,0.02567237163814181,0.05125059032406549,0.0,2.0,16.0,14.0,13.3679706601467,2.4277697407356484,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.2224938875305624,1.1520017216539835,3.0,0.0,3.0,3.0,0.7334963325183375,1.1083147518247738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.9559902200489,0.0867283194146375,3.0,10.245,54.23,43.985,26.644199266503666,8.019168345478565,31.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.378599315403423,0.5720644912452699,0.0,166.0,225.0,59.0,173.7114914425428,11.425828396530399,166.0
Yb13CaMnSb11,800,153.83,25000.0,0.877,0.000592,0.468,Yb13 Ca1 Mn1 Sb11,20.0,70.0,50.0,58.30769230769231,11.692307692307692,70.0,7.0,85.0,78.0,57.73076923076923,23.07396449704142,39.0,40.078,173.054,132.976,141.69530942307694,31.358690576923074,173.054,903.78,1519.0,615.22,1029.676153846154,106.5275147928994,1092.0,2.0,15.0,13.0,8.192307692307692,5.760355029585799,3.0,4.0,6.0,2.0,5.423076923076923,0.5769230769230769,6.0,139.0,187.0,48.0,164.42307692307693,23.467455621301777,187.0,1.0,2.05,1.0499999999999998,1.5953846153846152,0.38467455621301766,1.26,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.2692307692307692,1.4644970414201184,0.0,0.0,10.0,10.0,4.423076923076923,4.763313609467455,0.0,0.0,14.0,14.0,7.0,7.0,14.0,2.0,16.0,14.0,14.692307692307692,1.5680473372781072,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2692307692307692,1.4644970414201184,0.0,0.0,5.0,5.0,0.19230769230769232,0.3698224852071006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.4615384615384615,1.57396449704142,0.0,10.4875862069,37.77,27.282413793100005,32.268368700265384,2.274833707406508,34.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,1.1927718832884614e-05,2.2937920832470412e-05,0.0,166.0,225.0,59.0,199.73076923076923,28.541420118343197,225.0
Yb14MnSb11,500,84.0,35500.0,1.06,0.00025,0.124062,Yb14 Mn1 Sb11,25.0,70.0,45.0,60.23076923076923,10.520710059171599,70.0,39.0,85.0,46.0,58.96153846153846,22.032544378698223,39.0,54.938045,173.054,118.115955,146.80977096153845,28.263015887573964,173.054,903.78,1519.0,615.22,1028.7915384615385,105.77899408284023,1092.0,3.0,15.0,12.0,8.23076923076923,5.727810650887573,3.0,4.0,6.0,2.0,5.5,0.5384615384615384,6.0,139.0,187.0,48.0,164.84615384615384,23.857988165680474,187.0,1.26,2.05,0.7899999999999998,1.6053846153846152,0.3762130177514792,1.26,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.2692307692307692,1.4644970414201184,0.0,0.0,10.0,10.0,4.423076923076923,4.763313609467455,0.0,0.0,14.0,14.0,7.538461538461538,6.958579881656804,14.0,7.0,16.0,9.0,15.23076923076923,0.8284023668639053,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2692307692307692,1.4644970414201184,0.0,0.0,5.0,5.0,0.19230769230769232,0.3698224852071006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.4615384615384615,1.57396449704142,0.0,10.4875862069,34.12,23.6324137931,32.127984084880765,2.14524790858994,34.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,0.000310120689655,1.1927718832884614e-05,2.2937920832470412e-05,0.0,166.0,225.0,59.0,199.73076923076923,28.541420118343197,225.0
FeVSb,700,-238.0,44000.0,6.3,0.002492,0.266,Fe1 V1 Sb1,23.0,51.0,28.0,33.333333333333336,11.777777777777779,23.0,46.0,85.0,39.0,62.0,15.333333333333334,46.0,50.9415,121.76,70.8185,76.18216666666666,30.38522222222222,50.9415,903.78,2183.0,1279.22,1632.5933333333332,485.8755555555556,903.78,5.0,15.0,10.0,9.333333333333334,3.777777777777778,5.0,4.0,5.0,1.0,4.333333333333333,0.44444444444444436,4.0,132.0,153.0,21.0,141.33333333333334,7.777777777777781,132.0,1.63,2.05,0.41999999999999993,1.8366666666666667,0.14222222222222217,1.63,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,3.0,10.0,7.0,6.333333333333333,2.444444444444444,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,10.0,9.333333333333334,3.777777777777778,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,7.0,7.0,3.6666666666666665,2.4444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,4.0,4.666666666666667,1.5555555555555556,3.0,10.73,31.56,20.83,18.433333333333334,8.75111111111111,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.7035542666666667,0.9380723555555556,0.0,166.0,229.0,63.0,208.0,28.0,166.0
Ca3Co3.8Ti0.2O9,700,203.46,6054.0,2.11,0.000251,0.083141,Ca3 Co3.8 Ti0.2 O9,8.0,27.0,19.0,14.9375,7.8046875,8.0,7.0,87.0,80.0,64.5625,25.2421875,87.0,15.9994,58.933195,42.933794999999996,31.1092588125,16.9985911640625,15.9994,54.8,1941.0,1886.2,684.0500000000001,707.90625,54.8,2.0,16.0,14.0,11.5625,4.9921875,16.0,2.0,4.0,2.0,2.875,0.984375,2.0,66.0,176.0,110.0,102.05,40.55625,66.0,1.0,3.44,2.44,2.58825,0.9582187499999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.25,1.96875,4.0,0.0,7.0,7.0,1.6874999999999998,2.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,5.9375,1.525,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.125,0.984375,2.0,0.0,8.0,8.0,0.8124999999999999,1.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.9375,0.7265625,2.0,9.105,37.77,28.665000000000003,14.84525,8.642900000000001,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.3677621916666666,0.5608367789583333,0.0,12.0,225.0,213.0,97.43749999999999,96.1171875,12.0
Ca3Co4O9,900,190.7,7576.0,2.264,0.000276,0.109524,Ca3 Co4 O9,8.0,27.0,19.0,15.0,7.875,8.0,7.0,87.0,80.0,64.75,25.03125,87.0,15.9994,58.933195,42.933794999999996,31.247586249999998,17.15420953125,15.9994,54.8,1768.0,1713.2,681.8875,705.4734375,54.8,2.0,16.0,14.0,11.625,4.921875,16.0,2.0,4.0,2.0,2.875,0.984375,2.0,66.0,176.0,110.0,101.625,40.078125,66.0,1.0,3.44,2.44,2.5925000000000002,0.9534374999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.25,1.96875,4.0,0.0,7.0,7.0,1.75,2.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,6.0,1.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.125,0.984375,2.0,0.0,3.0,3.0,0.75,1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.875,0.703125,2.0,9.105,37.77,28.665000000000003,14.7646875,8.6269921875,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5484712,1.5484712,0.3871178,0.5806767,0.0,12.0,225.0,213.0,97.4375,96.1171875,12.0
Cu3Sb0.925Ge0.075S4,300,175.0,20200.0,2.039,0.000619,0.091032,Cu3 Sb0.925 Ge0.075 S4,16.0,51.0,35.0,25.071875000000002,9.071875,16.0,64.0,88.0,24.0,78.56875,10.926562500000003,88.0,32.065,121.76,89.69500000000001,54.62175,22.55675,32.065,388.36,1357.77,969.41,819.2001874999999,430.84018749999996,388.36,11.0,16.0,5.0,13.990625,2.24296875,16.0,3.0,5.0,2.0,3.615625,0.6156250000000001,3.0,105.0,139.0,34.0,119.196875,14.196875,105.0,1.9,2.58,0.6800000000000002,2.258375,0.32162500000000005,2.58,1.0,2.0,1.0,1.625,0.46875,2.0,0.0,4.0,4.0,2.365625,1.7810742187500002,4.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,9.0,8.990625,2.9906249999999996,6.0,0.0,1.0,1.0,0.375,0.46875,0.0,0.0,4.0,4.0,1.384375,1.0382812499999998,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.759375,0.56953125,2.0,11.07,31.56,20.49,20.909484374999998,7.379613281249999,25.786875,0.0,2.202,2.202,1.104590625,1.097409375,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,140.678125,70.678125,70.0
Cu3Sb0.975Ge0.025S4,500,329.1,4950.0,1.052,0.000536,0.254809,Cu3 Sb0.975 Ge0.025 S4,16.0,51.0,35.0,25.190625,9.190625,16.0,64.0,88.0,24.0,78.60625,10.954687499999999,88.0,32.065,121.76,89.69500000000001,54.92875,22.863750000000003,32.065,388.36,1357.77,969.41,817.2775624999999,428.9175625,388.36,11.0,16.0,5.0,13.996875,2.2476562500000004,16.0,3.0,5.0,2.0,3.621875,0.621875,3.0,105.0,139.0,34.0,119.315625,14.315625,105.0,1.9,2.58,0.6800000000000002,2.258625,0.3213750000000001,2.58,1.0,2.0,1.0,1.625,0.46875,2.0,0.0,4.0,4.0,2.371875,1.78123046875,4.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,9.0,8.996875,2.996875,6.0,0.0,1.0,1.0,0.375,0.46875,0.0,0.0,4.0,4.0,1.378125,1.03359375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.7531249999999998,0.5648437500000001,2.0,11.07,31.56,20.49,20.962953125,7.41971484375,25.786875,0.0,2.202,2.202,1.102196875,1.099803125,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,140.309375,70.309375,70.0
Cu3SbS4,300,670.33,89.3,1.865,4e-05,0.006455,Cu3 Sb1 S4,16.0,51.0,35.0,25.25,9.25,16.0,64.0,88.0,24.0,78.625,10.96875,88.0,32.065,121.76,89.69500000000001,55.08225,23.01725,32.065,388.36,1357.77,969.41,816.3162500000001,427.95624999999995,388.36,11.0,16.0,5.0,14.0,2.25,16.0,3.0,5.0,2.0,3.625,0.625,3.0,105.0,139.0,34.0,119.375,14.375,105.0,1.9,2.58,0.6800000000000002,2.25875,0.3212500000000001,2.58,1.0,2.0,1.0,1.625,0.46875,2.0,0.0,4.0,4.0,2.375,1.78125,4.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,9.0,9.0,3.0,6.0,0.0,1.0,1.0,0.375,0.46875,0.0,0.0,3.0,3.0,1.375,1.03125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.75,0.5625,2.0,11.07,31.56,20.49,20.9896875,7.439765625,25.786875,0.0,2.202,2.202,1.101,1.101,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,140.125,70.125,70.0
CuFe0.92In0.08S2,500,-372.5,2630.0,2.037,0.000365,0.089575,Cu1 Fe0.92 In0.08 S2,16.0,49.0,33.0,22.21,6.21,16.0,55.0,88.0,33.0,74.15,13.884,88.0,32.065,114.818,82.753,47.059709999999995,14.994710000000001,32.065,388.36,1811.0,1422.6399999999999,958.7475000000002,591.5474,388.36,8.0,16.0,8.0,12.85,3.156,16.0,3.0,5.0,2.0,3.52,0.52,3.0,105.0,142.0,37.0,118.7,13.7,105.0,1.78,2.58,0.8,2.2215,0.35850000000000004,2.58,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.02,1.98,4.0,0.0,10.0,10.0,4.08,4.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,7.0,7.85,1.85,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,5.0,5.0,1.1,1.056,2.0,0.0,4.0,4.0,0.92,1.4168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.27,0.905,2.0,10.73,25.786875,15.056874999999998,18.6140375,7.398675999999999,25.786875,0.0,2.202,2.202,1.101,1.101,2.202,0.0,2.1106628,2.1106628,0.48545244400000004,0.7475967637600001,0.0,70.0,229.0,159.0,146.7,77.008,70.0
CuFeS2,600,-380.0,3914.0,2.615,0.000565,0.129678,Cu1 Fe1 S2,16.0,29.0,13.0,21.75,5.75,16.0,55.0,88.0,33.0,73.75,14.25,88.0,32.065,63.546,31.481,45.88025,13.81525,32.065,388.36,1811.0,1422.6399999999999,986.3725,598.0125,388.36,8.0,16.0,8.0,12.75,3.25,16.0,3.0,4.0,1.0,3.5,0.5,3.0,105.0,132.0,27.0,118.5,13.5,105.0,1.83,2.58,0.75,2.2225,0.35750000000000004,2.58,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,10.0,10.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,5.0,7.75,1.75,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,4.0,4.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.25,0.875,2.0,10.73,25.786875,15.056874999999998,18.3434375,7.443437499999999,25.786875,0.0,2.202,2.202,1.101,1.101,2.202,0.0,2.1106628,2.1106628,0.5276657,0.79149855,0.0,70.0,229.0,159.0,148.5,78.5,70.0
Mg2Cu3In3Te8,900,226.0,7730.0,0.497,0.000395,0.496,Mg2 Cu3 In3 Te8,12.0,52.0,40.0,42.125,12.453125,52.0,64.0,90.0,26.0,79.5625,10.4375,90.0,24.305,127.6,103.29499999999999,100.281375,32.769859374999996,127.6,429.75,1357.77,928.02,811.865,232.49812500000002,722.66,2.0,16.0,14.0,12.75,3.34375,16.0,3.0,5.0,2.0,4.5625,0.6015625,5.0,132.0,142.0,10.0,138.0,2.25,138.0,1.31,2.1,0.79,1.90375,0.19625000000000004,2.1,1.0,2.0,1.0,1.8125,0.3046875,2.0,0.0,4.0,4.0,2.1875,1.8125,4.0,0.0,10.0,10.0,8.75,2.1875,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,14.0,12.75,3.34375,16.0,0.0,1.0,1.0,0.1875,0.3046875,0.0,0.0,5.0,5.0,1.9375,1.2109375,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.125,1.078125,2.0,11.07,34.7633333333,23.693333333299996,26.867291666649997,7.896041666649998,34.7633333333,0.0,0.464,0.464,0.232,0.23200000000000004,0.464,0.0,0.0,0.0,0.0,0.0,0.0,139.0,225.0,86.0,168.5,27.5625,152.0
Cu10.5Ni0.5ZnSb4S13,400,188.0,8765.0,0.446,0.000307,0.277839,Cu10.5 Ni0.5 Zn1 Sb4 S13,16.0,51.0,35.0,26.224137931034484,9.166468489892983,16.0,61.0,88.0,27.0,77.77586206896552,11.159334126040427,88.0,32.065,121.76,89.69500000000001,57.442920689655175,22.752618549346018,32.065,388.36,1728.0,1339.6399999999999,844.036724137931,418.9761474435196,388.36,10.0,16.0,6.0,13.810344827586206,2.291319857312723,16.0,3.0,5.0,2.0,3.689655172413793,0.6183115338882282,3.0,105.0,139.0,34.0,120.37931034482759,13.78834720570749,105.0,1.65,2.58,0.9300000000000002,2.217068965517241,0.3253864447086803,2.58,1.0,2.0,1.0,1.6379310344827587,0.4619500594530321,2.0,0.0,4.0,4.0,2.206896551724138,1.826397146254459,4.0,0.0,10.0,10.0,5.482758620689655,4.915576694411415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,9.0,9.327586206896552,2.983353151010702,6.0,0.0,1.0,1.0,0.3620689655172414,0.46195005945303214,0.0,0.0,3.0,3.0,1.3103448275862069,1.084423305588585,2.0,0.0,2.0,2.0,0.034482758620689655,0.06777645659928656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.706896551724138,0.6296076099881094,2.0,10.32,31.56,21.24,20.58015086206896,7.697021403091557,25.786875,0.0,2.202,2.202,0.9871034482758619,1.089217598097503,2.202,0.0,0.5953947,0.5953947,0.010265425862068966,0.02017687152199762,0.0,70.0,225.0,155.0,146.31034482758622,68.41617122473247,70.0
Cu10.5Ni1.5Sb4S13,600,181.0,24800.0,0.758,0.000813,0.651,Cu10.5 Ni1.5 Sb4 S13,16.0,51.0,35.0,26.155172413793103,9.104637336504162,16.0,61.0,88.0,27.0,77.5,11.482758620689655,88.0,32.065,121.76,89.69500000000001,57.21234827586206,22.54589845422117,32.065,388.36,1728.0,1339.6399999999999,879.7374137931034,440.5452675386445,388.36,10.0,16.0,6.0,13.741379310344827,2.37217598097503,16.0,3.0,5.0,2.0,3.689655172413793,0.6183115338882282,3.0,105.0,139.0,34.0,120.44827586206897,13.850178359096313,105.0,1.9,2.58,0.6800000000000002,2.2260344827586205,0.3173483947681332,2.58,1.0,2.0,1.0,1.6379310344827587,0.4619500594530321,2.0,0.0,4.0,4.0,2.206896551724138,1.826397146254459,4.0,0.0,10.0,10.0,5.413793103448276,4.853745541022592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,9.0,9.258620689655173,2.9215219976218787,6.0,0.0,1.0,1.0,0.3620689655172414,0.46195005945303214,0.0,0.0,3.0,3.0,1.3103448275862069,1.084423305588585,2.0,0.0,2.0,2.0,0.10344827586206896,0.19619500594530323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.7758620689655173,0.5618311533888228,2.0,10.32,31.56,21.24,20.454633620689656,7.844179548156954,25.786875,0.0,2.202,2.202,0.9871034482758619,1.089217598097503,2.202,0.0,0.5953947,0.5953947,0.030796277586206903,0.05840673335315101,0.0,70.0,225.0,155.0,147.3793103448276,69.37455410225921,70.0
Ca14MgSb11,800,150.0,6818.0,0.693,0.000153,0.177091,Ca14 Mg1 Sb11,12.0,51.0,39.0,32.80769230769231,15.393491124260354,20.0,7.0,85.0,78.0,42.34615384615385,38.065088757396445,7.0,24.305,121.76,97.45500000000001,74.02911538461538,40.38767159763314,40.078,903.78,1115.0,211.22000000000003,1018.253076923077,104.18899408284025,1115.0,2.0,15.0,13.0,7.5,6.346153846153846,2.0,3.0,5.0,2.0,4.384615384615385,0.5207100591715977,4.0,139.0,176.0,37.0,159.0,18.307692307692307,176.0,1.0,2.05,1.0499999999999998,1.4561538461538461,0.5024852071005916,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.2692307692307692,1.4644970414201184,0.0,0.0,10.0,10.0,4.230769230769231,4.881656804733728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,13.0,7.5,6.346153846153846,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2692307692307692,1.4644970414201184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2692307692307692,1.4644970414201184,0.0,22.89,37.77,14.880000000000003,34.57038461538462,3.4457396449704163,37.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,225.0,59.0,198.84615384615384,28.165680473372785,225.0
Ag0.96Nb0.04BiSe2.0,400,-98.0,24615.0,0.715,0.000236,0.124022,Ag0.96 Nb0.04 Bi1 Se2,34.0,83.0,49.0,49.44,16.78,34.0,47.0,89.0,42.0,82.07,8.895000000000003,89.0,78.96,208.9804,130.0204,118.5425318,45.218934100000006,78.96,494.0,2750.0,2256.0,706.9832,294.2748,494.0,5.0,16.0,11.0,14.44,1.8400000000000003,16.0,4.0,6.0,2.0,4.75,0.75,4.0,120.0,164.0,44.0,133.44,13.44,120.0,1.6,2.55,0.9499999999999997,2.2592,0.29079999999999995,2.55,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.75,1.375,4.0,4.0,10.0,6.0,9.94,0.11880000000000049,10.0,0.0,14.0,14.0,3.5,5.25,0.0,5.0,29.0,24.0,17.939999999999998,5.5299999999999985,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,3.0,3.0,1.75,0.875,2.0,0.0,6.0,6.0,0.06,0.1188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,2.06,0.5688,2.0,16.33,32.95,16.620000000000005,25.2985,4.447250000000001,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,66.28999999999999,79.435,14.0
AgBiSe2.0,400,-177.3,7620.0,0.674,0.00024,0.151043,Ag1 Bi1 Se2,34.0,83.0,49.0,49.5,16.75,34.0,65.0,89.0,24.0,82.25,8.625,89.0,78.96,208.9804,130.0204,118.69215,45.144125,78.96,494.0,1234.93,740.9300000000001,691.8325,271.54875000000004,494.0,11.0,16.0,5.0,14.5,1.75,16.0,4.0,6.0,2.0,4.75,0.75,4.0,120.0,148.0,28.0,133.25,13.25,120.0,1.93,2.55,0.6199999999999999,2.2625,0.2874999999999999,2.55,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.75,1.375,4.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,3.5,5.25,0.0,11.0,29.0,18.0,18.0,5.5,16.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,3.0,3.0,1.75,0.875,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.5,2.0,16.33,32.95,16.620000000000005,25.28,4.475000000000001,25.92,0.0,0.799,0.799,0.3995,0.3995,0.799,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,66.25,79.375,14.0
